Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_Y_ED50,Coordenada_UTM_X_ED50,Longitud_WGS84,Latitud_WGS84
2025S000001,3,Sants-Montjuïc,11,el Poble Sec,700690,Migdia,187,Dimecres,2025,1,Gener,1,4,Nit,,,,,,1,429920.025,4579485.471,2.16099940,41.36198056
2025S000002,10,Sant Martí,65,el Clot,018505,Aragó,,Dimecres,2025,1,Gener,1,11,Matí,,,1,,1,2,432504.379,4585011.175,2.19127893,41.41197011
2025S000003,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,011200,Almogàvers,119-123,Dimecres,2025,1,Gener,1,12,Matí,,,1,,1,1,432383.518,4583374.358,2.19001592,41.39721760
2025S000004,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,023403,Aribau,212-216,Dijous,2025,1,Gener,2,7,Matí,Creuar per fora pas de vianants,,2,,2,1,429100.957,4583158.797,2.15077769,41.39499324
2025S000005,4,Les Corts,19,les Corts,700721,Gerard Piera,,Dimecres,2025,1,Gener,1,20,Tarda,,,,,,1,427208.073,4581714.187,2.12831108,41.38181302
2025S000006,2,Eixample,6,la Sagrada Família,178308,Lepant,,Dimecres,2025,1,Gener,1,21,Tarda,,,1,,1,2,431183.543,4584280.162,2.17555965,41.40527404
2025S000007,3,Sants-Montjuïc,12,la Marina del Prat Vermell,000180,A Zona Franca,,Dimecres,2025,1,Gener,1,20,Tarda,,,1,,1,1,428020.430,4576283.261,2.13867018,41.33297157
2025S000008,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,325,Dimecres,2025,1,Gener,1,20,Tarda,,,2,,2,2,430717.800,4583288.120,2.17010168,41.39629901
2025S000009,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),K90,Dijous,2025,1,Gener,2,18,Tarda,Altres,,1,,1,3,427504.457,4585298.725,2.13142592,41.41412426
2025S000010,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,,Dijous,2025,1,Gener,2,19,Tarda,Altres,,1,,1,1,431275.837,4583019.166,2.17680695,41.39392453
2025S000011,3,Sants-Montjuïc,13,la Marina de Port,160903,Ildefons Cerdà,,Dimecres,2025,1,Gener,1,0,Nit,,,1,,1,2,427718.431,4579750.570,2.13464835,41.36417347
2025S000012,3,Sants-Montjuïc,12,la Marina del Prat Vermell,000180,A Zona Franca,49,Dijous,2025,1,Gener,2,14,Tarda,,,2,,2,2,427951.726,4576183.927,2.13786099,41.33207076
2025S000013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,024304,Arnau d'Oms,,Dijous,2025,1,Gener,2,15,Tarda,,,1,,1,2,431357.406,4586967.113,2.17733444,41.42948939
2025S000014,2,Eixample,9,la Nova Esquerra de l'Eixample,018505,Aragó,,Dijous,2025,1,Gener,2,13,Matí,,,1,,1,2,429257.366,4581833.721,2.15280330,41.38307252
2025S000015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,124-126,Dijous,2025,1,Gener,2,13,Matí,,,1,,1,2,428014.077,4583986.134,2.13767937,41.40234813
2025S000016,9,Sant Andreu,58,Baró de Viver,314100,Santa Coloma,,Divendres,2025,1,Gener,3,6,Matí,,,1,,1,2,433292.467,4589076.697,2.20025875,41.44865288
2025S000017,3,Sants-Montjuïc,18,Sants,296406,Sant Antoni,2-6,Dijous,2025,1,Gener,2,11,Matí,,,1,,1,1,427874.989,4581049.969,2.13636537,41.37589075
2025S000018,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,751,Divendres,2025,1,Gener,3,7,Matí,,,2,,2,2,431756.231,4583735.028,2.18247207,41.40041303
2025S000019,4,Les Corts,21,Pedralbes,114509,Espasa,,Dimecres,2025,1,Gener,1,12,Matí,,,1,,1,2,426097.089,4583334.484,2.11482785,41.39630500
2025S000020,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),E6,Dijous,2025,1,Gener,2,6,Matí,,,1,,1,2,427869.956,4585406.474,2.13578598,41.41512763
2025S000021,9,Sant Andreu,60,Sant Andreu,701502,B-20 (Besòs),K160,Dijous,2025,1,Gener,2,13,Matí,,,1,,1,2,432720.038,4588904.372,2.19342553,41.44705300
2025S000022,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),K70,Dijous,2025,1,Gener,2,12,Matí,,,1,,1,2,426062.630,4583917.332,2.11434447,41.40155128
2025S000023,6,Gràcia,31,la Vila de Gràcia,208001,Torrent de l'Olla,169,Dijous,2025,1,Gener,2,8,Matí,,,,,,2,429393.457,4584246.621,2.15414929,41.40481663
2025S000024,2,Eixample,5,el Fort Pienc,305100,Sant Joan,,Dijous,2025,1,Gener,2,16,Tarda,,,1,,1,2,431582.270,4582754.760,2.18050199,41.39156924
2025S000025,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701414,C-31,K2061,Dijous,2025,1,Gener,2,16,Tarda,,,1,,1,3,432364.822,4584274.740,2.18969164,41.40532552
2025S000026,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,635-637,Dijous,2025,1,Gener,2,12,Matí,,,1,,1,2,426848.127,4582296.782,2.12393637,41.38702756
2025S000027,4,Les Corts,21,Pedralbes,144601,Diagonal,,Dijous,2025,1,Gener,2,18,Tarda,,,1,,1,2,427092.141,4582471.601,2.12683354,41.38862424
2025S000028,7,Horta-Guinardó,35,el Guinardó,185507,Llobet i Vall-llosera,29,Divendres,2025,1,Gener,3,12,Matí,Altres,,1,,1,1,430848.104,4586173.865,2.17133030,41.42230118
2025S000029,9,Sant Andreu,60,Sant Andreu,322007,Segre,2-6,Dijous,2025,1,Gener,2,19,Tarda,,,1,,1,1,432537.158,4587652.901,2.19137621,41.43576608
2025S000030,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,,Dijous,2025,1,Gener,2,20,Tarda,,,1,,1,2,429312.018,4583541.861,2.15325740,41.39846196
2025S000031,8,Nou Barris,52,la Prosperitat,701268,Dalt (Llobregat),K149,Divendres,2025,1,Gener,3,14,Tarda,,,1,,1,2,431626.511,4588805.263,2.18034676,41.44606791
2025S000032,10,Sant Martí,71,Provençals del Poblenou,144601,Diagonal,,Dijous,2025,1,Gener,2,19,Tarda,,,1,,1,2,433090.048,4584419.200,2.19835140,41.40668735
2025S000033,10,Sant Martí,68,el Poblenou,346800,Poblenou,5-7,Dijous,2025,1,Gener,2,9,Matí,,,,,,1,433656.071,4583440.065,2.20523016,41.39791547
2025S000034,3,Sants-Montjuïc,11,el Poble Sec,043400,Blai,41,Divendres,2025,1,Gener,3,14,Tarda,,,,,,1,430146.993,4580816.203,2.16355937,41.37398582
2025S000035,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dimecres,2025,1,Gener,1,8,Matí,,,1,,1,2,430786.778,4582752.657,2.17098797,41.39148220
2025S000036,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,161407,Indústria,,Divendres,2025,1,Gener,3,16,Tarda,,,1,,1,2,430701.441,4584372.931,2.16978176,41.40606815
2025S000037,3,Sants-Montjuïc,12,la Marina del Prat Vermell,369408,Zona Franca,,Divendres,2025,1,Gener,3,22,Nit,,,2,,2,2,428505.947,4578504.193,2.14421016,41.35301810
2025S000038,10,Sant Martí,68,el Poblenou,249304,Pere IV,148,Divendres,2025,1,Gener,3,12,Matí,,,1,,1,2,432944.710,4583826.152,2.19667845,41.40133382
2025S000039,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,56,Divendres,2025,1,Gener,3,11,Matí,,,2,,2,1,431031.958,4582330.310,2.17396848,41.38769933
2025S000040,7,Horta-Guinardó,35,el Guinardó,334403,Teodor Llorente,53,Dijous,2025,1,Gener,2,13,Matí,,,1,,1,2,431280.631,4585721.104,2.17655733,41.41826045
2025S000041,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,,Dijous,2025,1,Gener,2,12,Matí,,,1,,1,1,429260.735,4582212.738,2.15279931,41.38648649
2025S000042,10,Sant Martí,68,el Poblenou,186703,Llull,,Divendres,2025,1,Gener,3,12,Matí,,,1,,1,1,433367.785,4583751.206,2.20174757,41.40069398
2025S000043,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,,Divendres,2025,1,Gener,3,18,Tarda,,,1,,1,2,432301.888,4582921.058,2.18909021,41.39312798
2025S000044,8,Nou Barris,44,Vilapicina i la Torre Llobeta,119003,Fabra i Puig,,Divendres,2025,1,Gener,3,19,Tarda,,,1,,1,2,430664.814,4587074.550,2.16903372,41.43039752
2025S000045,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,,Divendres,2025,1,Gener,3,20,Tarda,,,1,,1,2,428686.998,4581461.483,2.14602634,41.37966952
2025S000046,10,Sant Martí,72,Sant Martí de Provençals,128106,Fluvià,,Divendres,2025,1,Gener,3,22,Nit,,,2,,2,2,432794.658,4585484.967,2.19469919,41.41626176
2025S000047,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà,,Divendres,2025,1,Gener,3,19,Tarda,,,2,,2,2,427777.506,4579853.731,2.13534231,41.36510791
2025S000048,2,Eixample,10,Sant Antoni,213908,Mistral,24-26,Divendres,2025,1,Gener,3,19,Tarda,,,1,,1,1,429616.633,4581158.863,2.15717807,41.37702582
2025S000049,7,Horta-Guinardó,33,el Baix Guinardó,056504,Camèlies,62,Dissabte,2025,1,Gener,4,19,Tarda,,,2,,2,1,430160.078,4585169.114,2.16321356,41.41319221
2025S000050,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,Isaac Newton,,Dissabte,2025,1,Gener,4,20,Tarda,,,1,,1,2,427714.159,4585334.953,2.13393052,41.41446946
2025S000051,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,,Divendres,2025,1,Gener,3,22,Nit,,,1,,1,2,432986.826,4584903.522,2.19706288,41.41104091
2025S000052,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",335654,Vallvidrera al Tibidabo,27,Dissabte,2025,1,Gener,4,12,Matí,,,1,,1,2,426030.029,4585554.129,2.11375433,41.41629014
2025S000053,2,Eixample,5,el Fort Pienc,071600,Casp,,Diumenge,2025,1,Gener,5,0,Nit,,,1,,1,2,431373.966,4583113.775,2.17796991,41.39478503
2025S000054,9,Sant Andreu,63,Navas,194406,Maragall,94-96,Dissabte,2025,1,Gener,4,13,Matí,,,1,,1,2,431644.693,4585837.251,2.18090025,41.41933762
2025S000055,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,62,Diumenge,2025,1,Gener,5,2,Nit,,,1,,1,2,429795.031,4582257.881,2.15918386,41.38693991
2025S000056,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,255-257,Dissabte,2025,1,Gener,4,15,Tarda,Creuar per fora pas de vianants,,,1,1,1,428965.410,4583719.117,2.14909067,41.40002787
2025S000057,2,Eixample,10,Sant Antoni,323203,Sepúlveda,1,Dissabte,2025,1,Gener,4,17,Tarda,,,1,,1,3,429192.823,4580997.853,2.15212917,41.37553845
2025S000058,10,Sant Martí,67,la Vila Olímpica del Poblenou,700884,Voluntaris Olímpics,,Dijous,2025,1,Gener,2,15,Tarda,,,,,,2,432869.806,4582348.982,2.19594629,41.38802306
2025S000059,4,Les Corts,19,les Corts,100107,Deu i Mata,50-52,Diumenge,2025,1,Gener,5,11,Matí,,,,1,1,2,427795.724,4582401.688,2.13525642,41.38805807
2025S000060,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,,Diumenge,2025,1,Gener,5,11,Matí,,,2,1,3,2,429165.187,4581164.972,2.15177918,41.37704120
2025S000061,10,Sant Martí,67,la Vila Olímpica del Poblenou,700884,Voluntaris Olímpics,0,Diumenge,2025,1,Gener,5,15,Tarda,,,1,,1,2,432888.886,4582323.453,2.19617731,41.38779473
2025S000062,4,Les Corts,19,les Corts,320704,Sarrià,,Diumenge,2025,1,Gener,5,15,Tarda,,,2,,2,2,428499.732,4582666.131,2.14364477,41.39050273
2025S000063,4,Les Corts,19,les Corts,089605,Constança,,Diumenge,2025,1,Gener,5,15,Tarda,,,1,,1,2,427881.583,4582339.404,2.13629067,41.38750480
2025S000064,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,87,Diumenge,2025,1,Gener,5,14,Tarda,Altres,,1,,1,1,432495.228,4586217.013,2.19103481,41.42282997
2025S000065,1,Ciutat Vella,1,el Raval,198804,Paral·lel,48,Diumenge,2025,1,Gener,5,14,Tarda,,,1,,1,2,430843.618,4580926.531,2.17187632,41.37503971
2025S000066,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,,Diumenge,2025,1,Gener,5,17,Tarda,,,1,,1,2,428782.595,4581555.767,2.14715840,41.38052718
2025S000067,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,499,Diumenge,2025,1,Gener,5,19,Tarda,Altres,,1,,1,1,429593.503,4581619.112,2.15684799,41.38116911
2025S000068,1,Ciutat Vella,3,la Barceloneta,701498,B-10 (Besòs),K97,Diumenge,2025,1,Gener,5,20,Tarda,,,1,,1,2,432115.469,4581735.281,2.18699350,41.38243228
2025S000069,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,117-119,Dissabte,2025,1,Gener,4,20,Tarda,,,1,,1,2,429910.661,4580909.516,2.16072276,41.37480570
2025S000070,3,Sants-Montjuïc,16,la Bordeta,089707,Constitució,7-11,Dilluns,2025,1,Gener,6,0,Nit,Creuar per fora pas de vianants,,1,,1,1,428015.468,4580398.816,2.13812248,41.37003863
2025S000071,8,Nou Barris,48,la Guineueta,351901,Valldaura,,Dilluns,2025,1,Gener,6,7,Matí,,,1,,1,2,431112.532,4587960.493,2.17429069,41.43841543
2025S000072,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,30,Dilluns,2025,1,Gener,6,11,Matí,,,1,,1,2,430236.705,4584998.694,2.16415000,41.41166395
2025S000073,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K128,Dilluns,2025,1,Gener,6,12,Matí,,,3,,3,2,429684.299,4588079.820,2.15718256,41.43936629
2025S000074,8,Nou Barris,50,les Roquetes,061005,Cantera,53-55,Dilluns,2025,1,Gener,6,13,Matí,,,1,,1,1,431285.955,4589126.162,2.17623369,41.44892903
2025S000075,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,159-169,Dilluns,2025,1,Gener,6,13,Matí,,,1,,1,2,428817.021,4587609.975,2.14685755,41.43505814
2025S000076,5,Sarrià-Sant Gervasi,23,Sarrià,701502,B-20 (Besòs),K71,Dilluns,2025,1,Gener,6,18,Tarda,,,,2,2,2,426127.775,4583994.265,2.11511434,41.40225017
2025S000077,9,Sant Andreu,57,la Trinitat Vella,700788,Trinitat,K0,Dilluns,2025,1,Gener,6,18,Tarda,,,1,,1,2,432929.912,4589159.713,2.19590946,41.44937035
2025S000078,2,Eixample,7,la Dreta de l'Eixample,350308,València,312-314,Dilluns,2025,1,Gener,6,17,Tarda,,,1,,1,1,430432.491,4583159.074,2.16670390,41.39511209
2025S000079,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,630,Dilluns,2025,1,Gener,6,16,Tarda,,,1,,1,2,428045.517,4582786.704,2.13819806,41.39154815
2025S000080,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,170-184,Dimarts,2025,1,Gener,7,7,Matí,,,3,,3,2,428098.172,4580082.756,2.13914879,41.36719938
2025S000081,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,,Dimarts,2025,1,Gener,7,8,Matí,,,1,,1,2,429741.275,4580930.721,2.15869493,41.37498191
2025S000082,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,58,Dimarts,2025,1,Gener,7,9,Matí,,,,,,1,431045.458,4583293.745,2.17402018,41.39637785
2025S000083,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,172,Dimarts,2025,1,Gener,7,8,Matí,,,1,,1,2,429393.346,4583246.744,2.15426464,41.39581109
2025S000084,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants,,Dimarts,2025,1,Gener,7,10,Matí,,,1,,1,1,426942.412,4581028.408,2.12521695,41.37561239
2025S000085,6,Gràcia,28,Vallcarca i els Penitents,216702,Mons,0,Dilluns,2025,1,Gener,6,16,Tarda,,,,,,1,428591.469,4585203.964,2.14444241,41.41336817
2025S000086,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dilluns,2025,1,Gener,6,19,Tarda,,,1,,1,1,430028.144,4583341.238,2.16184651,41.39671768
2025S000087,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,,Dimarts,2025,1,Gener,7,11,Matí,,,,1,1,1,431068.549,4583231.963,2.17430342,41.39582338
2025S000088,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,225,Dimarts,2025,1,Gener,7,14,Tarda,,,1,,1,2,428274.247,4585023.886,2.14066849,41.41171801
2025S000089,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,162909,Iradier,,Dimarts,2025,1,Gener,7,13,Matí,,,1,,1,2,426744.270,4584573.590,2.12241871,41.40752433
2025S000090,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,,Dimarts,2025,1,Gener,7,13,Matí,Desobeir el senyal del semàfor,,2,,2,1,432394.702,4587024.468,2.18974158,41.43009400
2025S000091,5,Sarrià-Sant Gervasi,23,Sarrià,353805,Vallvidrera,34,Dimarts,2025,1,Gener,7,15,Tarda,,,1,,1,2,426069.441,4584533.535,2.11435064,41.40710176
2025S000092,9,Sant Andreu,60,Sant Andreu,322007,Segre,105,Dimarts,2025,1,Gener,7,15,Tarda,,,1,,1,2,432822.015,4587119.448,2.19484482,41.43098533
2025S000093,9,Sant Andreu,63,Navas,194406,Maragall,,Dimarts,2025,1,Gener,7,15,Tarda,,,1,,1,2,431646.120,4585862.160,2.18091452,41.41956209
2025S000094,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,161407,Indústria,,Dimarts,2025,1,Gener,7,20,Tarda,,,,,,2,430606.886,4584279.651,2.16866131,41.40521984
2025S000095,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,365,Dimarts,2025,1,Gener,7,16,Tarda,,,1,,1,3,430923.396,4583490.143,2.17253778,41.39813626
2025S000096,8,Nou Barris,45,Porta,119003,Fabra i Puig,118-120,Dimarts,2025,1,Gener,7,16,Tarda,,,1,,1,2,431771.698,4587056.366,2.18228227,41.43032858
2025S000097,4,Les Corts,19,les Corts,144601,Diagonal,,Dimarts,2025,1,Gener,7,22,Nit,,,1,,1,2,427575.967,4582577.493,2.13260722,41.38962170
2025S000098,6,Gràcia,31,la Vila de Gràcia,341908,Torrijos,,Dimarts,2025,1,Gener,7,20,Tarda,,,1,,1,2,429726.589,4584158.300,2.15814468,41.40405037
2025S000099,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,,Dimarts,2025,1,Gener,7,21,Tarda,,,1,,1,2,429914.384,4583230.130,2.16049868,41.39570706
2025S000100,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,27-28,Dimecres,2025,1,Gener,8,1,Nit,,,1,,1,2,431153.921,4583200.608,2.17532812,41.39554829
2025S000101,9,Sant Andreu,59,el Bon Pastor,318906,Santander,,Dimecres,2025,1,Gener,8,6,Matí,,,1,,1,2,433764.025,4587327.651,2.20609554,41.43293883
2025S000102,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,161407,Indústria,64,Dimarts,2025,1,Gener,7,18,Tarda,,,,,,1,430634.210,4584292.331,2.16898672,41.40533640
2025S000103,3,Sants-Montjuïc,18,Sants,040300,Berlín,,Dimecres,2025,1,Gener,8,10,Matí,,,1,,1,2,427978.801,4581787.856,2.13751894,41.38254593
2025S000104,2,Eixample,5,el Fort Pienc,197302,Marina,,Dimecres,2025,1,Gener,8,8,Matí,,,2,,2,3,431648.432,4583591.240,2.18119883,41.39910881
2025S000105,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,,Dimarts,2025,1,Gener,7,20,Tarda,,,1,,1,2,429497.507,4583693.131,2.15545850,41.39984069
2025S000106,2,Eixample,9,la Nova Esquerra de l'Eixample,054509,Calàbria,,Dimecres,2025,1,Gener,8,11,Matí,Desobeir el senyal del semàfor,,2,,2,1,428787.514,4582122.586,2.14715057,41.38563276
2025S000107,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,590,Dimecres,2025,1,Gener,8,11,Matí,,,1,,1,2,430124.718,4582066.005,2.16314884,41.38524047
2025S000108,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701497,B-10 (Llobregat),E24,Dimecres,2025,1,Gener,8,11,Matí,,,,,,2,434723.774,4584307.912,2.21790787,41.40581941
2025S000109,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,450-454,Dimecres,2025,1,Gener,8,13,Matí,,,1,,1,2,431930.413,4587485.644,2.18413330,41.43420842
2025S000110,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,90,Dimecres,2025,1,Gener,8,13,Matí,,,1,,1,2,427746.110,4583619.704,2.13451768,41.39902380
2025S000111,3,Sants-Montjuïc,11,el Poble Sec,130200,Font-trobada,1X,Dimecres,2025,1,Gener,8,17,Tarda,,,3,,3,2,430534.770,4580485.238,2.16823396,41.37103850
2025S000112,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,635-637,Dimecres,2025,1,Gener,8,18,Tarda,,,1,,1,2,426848.127,4582296.782,2.12393637,41.38702756
2025S000113,2,Eixample,6,la Sagrada Família,325005,Sicília,,Dimecres,2025,1,Gener,8,20,Tarda,,,1,,1,2,430793.622,4584087.638,2.17091715,41.40350654
2025S000114,2,Eixample,10,Sant Antoni,329902,Tamarit,118,Dimecres,2025,1,Gener,8,22,Nit,,,1,,1,1,429767.982,4581157.320,2.15898800,41.37702515
2025S000115,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dijous,2025,1,Gener,9,9,Matí,Desobeir el senyal del semàfor,,2,,2,1,432139.356,4585186.754,2.18689209,41.41352075
2025S000116,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,007906,Ca l'Alegre de Dalt,,Dijous,2025,1,Gener,9,9,Matí,,,1,,1,2,429987.843,4584711.000,2.16120595,41.40905114
2025S000117,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,116,Dijous,2025,1,Gener,9,10,Matí,,,1,,1,1,430591.792,4583757.167,2.16854069,41.40051269
2025S000118,3,Sants-Montjuïc,18,Sants,312400,Sants,,Dijous,2025,1,Gener,9,11,Matí,,,2,,2,2,428168.050,4580982.545,2.13987757,41.37530970
2025S000119,2,Eixample,7,la Dreta de l'Eixample,071600,Casp,90,Dijous,2025,1,Gener,9,11,Matí,,,1,,1,2,431242.211,4582972.666,2.17641005,41.39350284
2025S000120,5,Sarrià-Sant Gervasi,23,Sarrià,016907,Anglí,,Dijous,2025,1,Gener,9,12,Matí,,,1,,1,2,426835.868,4584018.106,2.12358168,41.40252967
2025S000121,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,598,Dijous,2025,1,Gener,9,13,Matí,,,1,,1,2,428682.752,4582975.990,2.14579718,41.39330977
2025S000122,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,2,Dijous,2025,1,Gener,9,10,Matí,,,1,,1,1,431712.822,4582331.663,2.18211115,41.38776963
2025S000123,4,Les Corts,20,la Maternitat i Sant Ramon,187207,Madrid,1-3,Dijous,2025,1,Gener,9,8,Matí,,,1,,1,2,426740.125,4581061.586,2.12279416,41.37589280
2025S000124,10,Sant Martí,71,Provençals del Poblenou,200600,Marroc,,Dijous,2025,1,Gener,9,11,Matí,Desobeir el senyal del semàfor,,1,,1,1,433090.048,4584419.200,2.19835140,41.40668735
2025S000125,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,239-241,Dijous,2025,1,Gener,9,14,Tarda,Transitar a peu per la calçada,,1,,1,1,431131.075,4586553.952,2.17467298,41.42574881
2025S000126,1,Ciutat Vella,2,el Barri Gòtic,701498,B-10 (Besòs),K104,Dijous,2025,1,Gener,9,15,Tarda,,,1,,1,3,431585.194,4581321.687,2.18069888,41.37866220
2025S000127,2,Eixample,10,Sant Antoni,361406,Viladomat,,Dijous,2025,1,Gener,9,14,Tarda,,,1,,1,3,429546.580,4581537.579,2.15629636,41.38043066
2025S000128,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,,Dijous,2025,1,Gener,9,15,Tarda,,,1,,1,2,431603.548,4585443.432,2.18045249,41.41578711
2025S000129,2,Eixample,6,la Sagrada Família,178308,Lepant,303-305,Dijous,2025,1,Gener,9,19,Tarda,,,2,,2,2,431058.966,4584394.064,2.17405638,41.40628924
2025S000130,5,Sarrià-Sant Gervasi,23,Sarrià,305201,Sant Joan Bosco,,Dijous,2025,1,Gener,9,20,Tarda,,1,,,1,2,427124.326,4583146.827,2.12713717,41.39470865
2025S000131,10,Sant Martí,68,el Poblenou,030409,Bac de Roda,,Dijous,2025,1,Gener,9,17,Tarda,,,1,,1,2,433744.764,4584320.107,2.20619468,41.40584911
2025S000132,7,Horta-Guinardó,39,Sant Genís dels Agudells,060705,Cànoves,104,Dijous,2025,1,Gener,9,19,Tarda,,,1,,1,1,427319.510,4586810.564,2.12903138,41.42772401
2025S000133,1,Ciutat Vella,1,el Raval,254803,Peu de la Creu,,Dijous,2025,1,Gener,9,23,Nit,,,1,,1,1,430453.561,4581623.910,2.16713227,41.38128717
2025S000134,9,Sant Andreu,59,el Bon Pastor,701177,Monterrey,1,Dijous,2025,1,Gener,9,16,Tarda,,,1,,1,2,433767.286,4588494.320,2.20600661,41.44344694
2025S000135,4,Les Corts,21,Pedralbes,144601,Diagonal,712-716,Dijous,2025,1,Gener,9,16,Tarda,,,1,,1,2,425404.649,4581888.602,2.10672380,41.38321863
2025S000136,3,Sants-Montjuïc,11,el Poble Sec,241404,Palaudàries,,Dijous,2025,1,Gener,9,14,Tarda,,,1,,1,1,430955.382,4580894.893,2.17321631,41.37476436
2025S000137,5,Sarrià-Sant Gervasi,24,les Tres Torres,320704,Sarrià,,Dijous,2025,1,Gener,9,17,Tarda,,,1,,1,2,427507.882,4582876.669,2.13175712,41.39231012
2025S000138,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,806-812,Divendres,2025,1,Gener,10,1,Nit,,,1,,1,2,431830.178,4583734.579,2.18335667,41.40041526
2025S000139,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,166-168,Divendres,2025,1,Gener,10,18,Tarda,,,1,,1,2,428062.314,4580047.418,2.13872428,41.36687790
2025S000140,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,,Divendres,2025,1,Gener,10,9,Matí,,,1,,1,2,432301.888,4582921.058,2.18909021,41.39312798
2025S000141,2,Eixample,8,l'Antiga Esquerra de l'Eixample,023403,Aribau,173,Divendres,2025,1,Gener,10,9,Matí,,,1,,1,2,429223.687,4583002.285,2.15226394,41.39359441
2025S000142,10,Sant Martí,65,el Clot,350308,València,,Divendres,2025,1,Gener,10,8,Matí,,,1,,1,2,432411.100,4585107.286,2.19015220,41.41282792
