Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_Y_ED50,Coordenada_UTM_X_ED50,Longitud_WGS84,Latitud_WGS84
2025S006938,8,Nou Barris,44,Vilapicina i la Torre Llobeta,209900,Meridiana,,Divendres,2025,11,Novembre,21,21,Tarda,,,1,,1,2,431926.843,4586869.183,2.18416005,41.42865586
2025S006939,10,Sant Martí,65,el Clot,115603,Espronceda,315,Diumenge,2025,12,Desembre,7,1,Nit,,,1,,1,1,432527.201,4585356.367,2.19151346,41.41508107
2025S006940,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,113007,Escoles Pies,,Dimecres,2025,11,Novembre,5,15,Tarda,,,1,,1,2,427071.351,4584305.957,2.12636386,41.40514363
2025S006941,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,31S,Diumenge,2025,11,Novembre,23,9,Matí,,,1,,1,1,431507.048,4581243.735,2.17977323,41.37795346
2025S006942,9,Sant Andreu,57,la Trinitat Vella,701265,Litoral (Besòs),K1,Dilluns,2025,11,Novembre,24,8,Matí,,,1,,1,2,433072.086,4589234.165,2.19760315,41.45005279
2025S006943,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,,Dilluns,2025,11,Novembre,24,8,Matí,,,1,,1,2,428468.073,4585116.511,2.14297643,41.41256954
2025S006944,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dilluns,2025,11,Novembre,24,7,Matí,,,2,,2,2,430028.144,4583341.238,2.16184651,41.39671768
2025S006945,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,,Dilluns,2025,11,Novembre,24,10,Matí,,,1,,1,2,428409.405,4582128.997,2.14262798,41.38565691
2025S006946,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants,281-291,Dilluns,2025,11,Novembre,24,11,Matí,,,2,,2,1,427291.890,4581005.629,2.12939844,41.37543889
2025S006947,8,Nou Barris,44,Vilapicina i la Torre Llobeta,256503,Pintor Casas,,Dilluns,2025,11,Novembre,24,7,Matí,,,1,,1,5,430811.351,4586830.355,2.17081536,41.42821078
2025S006948,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,1,Diumenge,2025,11,Novembre,23,22,Nit,,,2,,2,2,427417.462,4582958.682,2.13066584,41.39304062
2025S006949,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,,Divendres,2025,11,Novembre,21,14,Tarda,,,1,,1,2,431870.033,4587039.841,2.18346095,41.43018810
2025S006950,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Diumenge,2025,11,Novembre,23,19,Tarda,,,1,,1,2,430216.036,4583527.356,2.16407246,41.39841032
2025S006951,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,221,Diumenge,2025,11,Novembre,23,21,Tarda,,,2,,2,2,431238.060,4586509.583,2.17595826,41.42535837
2025S006952,10,Sant Martí,73,la Verneda i la Pau,015201,Andrade,,Dilluns,2025,11,Novembre,24,12,Matí,,,3,,3,1,433745.691,4585850.953,2.20603804,41.41963712
2025S006953,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),K118,Dilluns,2025,11,Novembre,24,18,Tarda,,,1,,1,2,430902.660,4580114.515,2.17267490,41.36773117
2025S006954,10,Sant Martí,71,Provençals del Poblenou,030409,Bac de Roda,,Diumenge,2025,11,Novembre,23,19,Tarda,,,1,,1,2,433081.865,4584996.687,2.19818961,41.41188794
2025S006955,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,,Dilluns,2025,11,Novembre,24,13,Matí,,,1,,1,2,428634.486,4585028.124,2.14497783,41.41178827
2025S006956,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),K104,Dilluns,2025,11,Novembre,24,13,Matí,,,1,,1,2,428350.778,4586266.753,2.14143680,41.42291883
2025S006957,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,380,Dilluns,2025,11,Novembre,24,12,Matí,Creuar per fora pas de vianants,,1,,1,1,430198.532,4587256.597,2.16343254,41.43199673
2025S006958,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dilluns,2025,11,Novembre,24,14,Tarda,,,,,,2,432139.356,4585186.754,2.18689209,41.41352075
2025S006959,4,Les Corts,20,la Maternitat i Sant Ramon,084102,Collblanc,70-86,Dilluns,2025,11,Novembre,24,17,Tarda,,,2,,2,1,426196.772,4581068.811,2.11629630,41.37590821
2025S006960,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,055603,Calvet,8-12,Dilluns,2025,11,Novembre,24,13,Matí,,,1,,1,2,428612.465,4583015.862,2.14495181,41.39366264
2025S006961,5,Sarrià-Sant Gervasi,23,Sarrià,701501,B-20 (Llobregat),K78,Dilluns,2025,11,Novembre,24,19,Tarda,,,1,,1,2,426647.543,4584456.466,2.12127577,41.40646062
2025S006962,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Divendres,2025,11,Novembre,21,23,Nit,,,,,,2,429356.228,4583269.254,2.15381804,41.39601057
2025S006963,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,325,Dilluns,2025,11,Novembre,24,13,Matí,,,1,,1,2,430717.800,4583288.120,2.17010168,41.39629901
2025S006964,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),E20,Dilluns,2025,11,Novembre,24,23,Nit,,,2,,2,3,430955.857,4580106.644,2.17331181,41.36766485
2025S006965,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,310,Dijous,2025,10,Octubre,23,12,Matí,,,1,,1,2,430577.164,4583105.988,2.16844041,41.39464647
2025S006966,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,138,Dilluns,2025,11,Novembre,24,16,Tarda,,,1,,1,1,431483.690,4586199.107,2.17893278,41.42258301
2025S006967,6,Gràcia,31,la Vila de Gràcia,341307,Josep Torres,15,Dilluns,2025,11,Novembre,24,17,Tarda,,,,,,4,430019.974,4583814.151,2.16169410,41.40097634
2025S006968,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,,Dimarts,2025,11,Novembre,25,7,Matí,,,1,,1,2,431920.940,4582550.257,2.18457557,41.38975610
2025S006969,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,49,Dissabte,2025,11,Novembre,22,23,Nit,,,2,,2,2,431061.976,4582258.701,2.17433563,41.38705694
2025S006970,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",359109,Lluís Companys,6,Dilluns,2025,11,Novembre,24,13,Matí,,,2,,2,1,431816.320,4582548.912,2.18332448,41.38973512
2025S006971,9,Sant Andreu,59,el Bon Pastor,701498,B-10 (Besòs),S30,Diumenge,2025,11,Novembre,23,11,Matí,,,1,,1,2,433863.664,4588355.653,2.20717543,41.44220596
2025S006972,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,,Dilluns,2025,11,Novembre,24,12,Matí,,,1,,1,2,430880.868,4583424.288,2.17203660,41.39753948
2025S006973,4,Les Corts,19,les Corts,066508,Carles III,,Dimarts,2025,11,Novembre,25,7,Matí,,,2,,2,2,427206.997,4582445.169,2.12821035,41.38839659
2025S006974,10,Sant Martí,65,el Clot,209900,Meridiana,174,Dimarts,2025,11,Novembre,25,8,Matí,,,1,,1,1,432162.288,4584982.471,2.18718938,41.41168276
2025S006975,9,Sant Andreu,59,el Bon Pastor,116300,Estadella,,Dimarts,2025,11,Novembre,25,8,Matí,,,1,,1,2,433094.250,4587469.530,2.19806402,41.43416114
2025S006976,7,Horta-Guinardó,41,la Vall d'Hebron,701501,B-20 (Llobregat),K120,Dimarts,2025,11,Novembre,25,9,Matí,,,1,,1,2,428977.138,4587728.628,2.14875991,41.43614098
2025S006977,10,Sant Martí,70,el Besòs i el Maresme,701266,Litoral (Llobregat),K56,Dimarts,2025,11,Novembre,25,8,Matí,,,1,,1,2,434981.220,4584639.263,2.22095208,41.40882469
2025S006978,9,Sant Andreu,63,Navas,297001,Sant Antoni Maria Claret,412-414,Dimarts,2025,11,Novembre,25,12,Matí,,,3,,3,2,431894.184,4585708.569,2.18390000,41.41819982
2025S006979,3,Sants-Montjuïc,18,Sants,040300,Berlín,,Dilluns,2025,11,Novembre,24,18,Tarda,,,1,,1,2,428108.471,4581859.444,2.13906110,41.38320230
2025S006980,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,156407,Homer,,Dimarts,2025,11,Novembre,25,13,Matí,,,1,,1,2,428697.655,4584540.941,2.14579101,41.40740601
2025S006981,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,190,Dimarts,2025,11,Novembre,25,7,Matí,,,1,,1,2,428548.255,4584303.742,2.14403175,41.40525638
2025S006982,4,Les Corts,19,les Corts,162002,Josep Tarradellas,,Dimarts,2025,11,Novembre,25,14,Tarda,,,2,,2,1,428499.732,4582666.131,2.14364477,41.39050273
2025S006983,10,Sant Martí,71,Provençals del Poblenou,042306,Bilbao,,Dimarts,2025,11,Novembre,25,9,Matí,,,1,,1,2,432852.249,4584659.941,2.19547986,41.40883581
2025S006984,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port,330,Dimarts,2025,11,Novembre,18,13,Matí,,,1,,1,1,428135.868,4579760.606,2.13963767,41.36430125
2025S006985,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,,Dimarts,2025,11,Novembre,25,9,Matí,,,1,,1,2,428285.698,4583504.459,2.14098562,41.39803416
2025S006986,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,76-80,Dimarts,2025,11,Novembre,25,17,Tarda,,,1,,1,2,428244.558,4585943.295,2.14020418,41.41999610
2025S006987,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,,Dimarts,2025,11,Novembre,25,18,Tarda,,,1,,1,2,426793.069,4582325.321,2.12327446,41.38727958
2025S006988,10,Sant Martí,68,el Poblenou,270901,Pujades,,Dimarts,2025,11,Novembre,25,19,Tarda,,,1,,1,2,433080.252,4583662.488,2.19831792,41.39987103
2025S006989,2,Eixample,5,el Fort Pienc,197302,Marina,,Dilluns,2025,11,Novembre,24,23,Nit,,,,1,1,2,431545.262,4583698.059,2.17995267,41.40006212
2025S006990,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,154-156,Dimecres,2025,11,Novembre,26,0,Nit,,,1,,1,2,428191.132,4584147.781,2.13977812,41.40381986
2025S006991,2,Eixample,6,la Sagrada Família,089004,Consell de Cent,,Dimarts,2025,11,Novembre,25,19,Tarda,,,,1,1,1,431741.042,4584077.096,2.18225178,41.40349264
2025S006992,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),K105,Dimarts,2025,11,Novembre,25,18,Tarda,,,1,,1,2,428389.440,4586359.406,2.14188843,41.42375677
2025S006993,1,Ciutat Vella,2,el Barri Gòtic,169307,Josep Anselm Clavé,29,Dilluns,2025,11,Novembre,24,13,Matí,,,1,,1,2,431383.941,4581251.987,2.17830021,41.37801728
2025S006994,10,Sant Martí,70,el Besòs i el Maresme,186703,Llull,,Dimecres,2025,11,Novembre,26,2,Nit,,,3,,3,1,434701.031,4585065.687,2.21755397,41.41264267
2025S006995,4,Les Corts,21,Pedralbes,115400,Esplugues,,Dimarts,2025,11,Novembre,25,11,Matí,,,1,,1,2,425534.859,4582570.140,2.10819710,41.38936901
2025S006996,10,Sant Martí,67,la Vila Olímpica del Poblenou,700884,Voluntaris Olímpics,0,Dimarts,2025,11,Novembre,25,16,Tarda,,,1,,1,2,432888.886,4582323.453,2.19617731,41.38779473
2025S006997,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,,Dimarts,2025,11,Novembre,25,16,Tarda,,,,1,1,2,432520.822,4585670.367,2.19140210,41.41790864
2025S006998,8,Nou Barris,49,Canyelles,701502,B-20 (Besòs),K135,Dimecres,2025,11,Novembre,26,7,Matí,,,1,,1,2,430346.234,4588274.792,2.16508276,41.44118005
2025S006999,8,Nou Barris,51,Verdun,009901,Almansa,,Dimarts,2025,11,Novembre,25,18,Tarda,,,,,,2,431138.572,4588562.123,2.17453374,41.44383632
2025S007000,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,229,Dimecres,2025,11,Novembre,26,9,Matí,,,2,,2,2,430035.635,4582619.685,2.16201952,41.39021954
2025S007001,6,Gràcia,30,la Salut,344000,Dalt,3,Dimecres,2025,11,Novembre,26,6,Matí,,,1,,1,2,429122.920,4584616.293,2.15086965,41.40812231
2025S007002,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,289105,Rosselló,,Dimecres,2025,11,Novembre,26,11,Matí,,,1,,1,2,430888.607,4584181.251,2.17204270,41.40435787
2025S007003,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,41,Dimecres,2025,11,Novembre,26,11,Matí,,,2,,2,2,432852.407,4585383.012,2.19540147,41.41534831
2025S007004,2,Eixample,5,el Fort Pienc,238400,Padilla,166,Dimecres,2025,11,Novembre,26,7,Matí,,,1,,1,2,431787.286,4583858.746,2.18282960,41.40152995
2025S007005,3,Sants-Montjuïc,11,el Poble Sec,257700,Piquer,,Dimecres,2025,11,Novembre,26,10,Matí,,,1,,1,2,430553.378,4580751.807,2.16842589,41.37344101
2025S007006,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dimecres,2025,11,Novembre,26,13,Matí,,,1,,1,2,430850.637,4583648.777,2.17164935,41.39955877
2025S007007,10,Sant Martí,67,la Vila Olímpica del Poblenou,004908,Àlaba,,Dimecres,2025,11,Novembre,26,11,Matí,,,1,,1,2,432891.834,4583103.206,2.19612612,41.39481801
2025S007008,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,592,Dimecres,2025,11,Novembre,26,7,Matí,Creuar per fora pas de vianants,,1,,1,1,430250.158,4582188.765,2.16463485,41.38635703
2025S007009,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,,Dimecres,2025,11,Novembre,26,13,Matí,,,2,,2,1,427191.097,4581776.766,2.12810056,41.38237511
2025S007010,4,Les Corts,20,la Maternitat i Sant Ramon,084703,Comandant Benítez,20,Dimarts,2025,11,Novembre,25,20,Tarda,,,,,,5,427049.932,4581539.391,2.12644105,41.38022437
2025S007011,5,Sarrià-Sant Gervasi,23,Sarrià,016907,Anglí,86,Dimecres,2025,11,Novembre,26,12,Matí,,,2,,2,2,426611.588,4584339.666,2.12085982,41.40540537
2025S007012,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),K85,Dimecres,2025,11,Novembre,26,15,Tarda,,,2,,2,2,433042.410,4582486.788,2.19799533,41.38927865
2025S007013,9,Sant Andreu,57,la Trinitat Vella,701265,Litoral (Besòs),K1,Dimecres,2025,11,Novembre,26,14,Tarda,,,1,,1,3,433072.086,4589234.165,2.19760315,41.45005279
2025S007014,2,Eixample,6,la Sagrada Família,350308,València,,Dimecres,2025,11,Novembre,26,16,Tarda,,,1,,1,2,431460.948,4584179.194,2.17888962,41.40438836
2025S007015,2,Eixample,7,la Dreta de l'Eixample,074506,Catalunya,,Dimecres,2025,11,Novembre,26,16,Tarda,,,1,,1,1,429677.716,4583184.817,2.15767317,41.39527826
2025S007016,10,Sant Martí,70,el Besòs i el Maresme,701265,Litoral (Besòs),K58,Dimecres,2025,11,Novembre,26,18,Tarda,,,1,,1,3,434882.865,4584464.924,2.21979417,41.40724650
2025S007017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701501,B-20 (Llobregat),K93,Dimecres,2025,11,Novembre,26,19,Tarda,,,2,,2,2,427804.298,4585354.742,2.13500660,41.41465579
2025S007018,9,Sant Andreu,57,la Trinitat Vella,701265,Litoral (Besòs),K1,Dimecres,2025,11,Novembre,26,16,Tarda,,,1,,1,2,433072.086,4589234.165,2.19760315,41.45005279
2025S007019,6,Gràcia,30,la Salut,299200,Sant Cugat del Vallès,59,Dimecres,2025,11,Novembre,26,13,Matí,,,1,,1,1,429532.931,4585025.530,2.15572701,41.41184422
2025S007020,3,Sants-Montjuïc,11,el Poble Sec,133605,França Xica,,Dijous,2025,11,Novembre,27,0,Nit,,,1,,1,2,429679.149,4580618.576,2.15798831,41.37216508
2025S007021,6,Gràcia,28,Vallcarca i els Penitents,120104,Farigola,20,Dijous,2025,11,Novembre,27,1,Nit,,1,,,1,1,428755.086,4585053.697,2.14641765,41.41202930
2025S007022,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dijous,2025,11,Novembre,27,3,Nit,,,1,,1,1,430786.778,4582752.657,2.17098797,41.39148220
2025S007023,10,Sant Martí,68,el Poblenou,700654,Litoral,,Dijous,2025,11,Novembre,27,5,Nit,,,,,,2,433443.302,4582903.439,2.20274414,41.39306461
2025S007024,2,Eixample,6,la Sagrada Família,350308,València,,Dimecres,2025,11,Novembre,26,17,Tarda,,,1,,1,2,431169.925,4583892.602,2.17544083,41.40178224
2025S007025,2,Eixample,8,l'Antiga Esquerra de l'Eixample,070607,Casanova,,Dimecres,2025,11,Novembre,26,14,Tarda,,,1,,1,2,428860.062,4583006.330,2.14791433,41.39359874
2025S007026,2,Eixample,6,la Sagrada Família,350308,València,,Dimecres,2025,11,Novembre,26,17,Tarda,,,2,,2,3,431371.112,4584089.393,2.17782513,41.40357189
2025S007027,7,Horta-Guinardó,41,la Vall d'Hebron,700828,Pare Mariana,15,Dimecres,2025,11,Novembre,26,16,Tarda,,,1,,1,2,429088.380,4587009.382,2.15017571,41.42967287
2025S007028,1,Ciutat Vella,1,el Raval,308505,Sant Pau,82,Dimecres,2025,11,Novembre,26,19,Tarda,,,1,,1,1,430693.056,4581171.623,2.17004799,41.37723423
2025S007029,6,Gràcia,31,la Vila de Gràcia,357704,Verntallat,34-36,Dimecres,2025,11,Novembre,26,15,Tarda,,,,,,1,429505.602,4584449.342,2.15546722,41.40665232
2025S007030,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701502,B-20 (Besòs),K88,Dijous,2025,11,Novembre,27,8,Matí,,,1,,1,3,427350.840,4585168.983,2.12960360,41.41294186
2025S007031,10,Sant Martí,72,Sant Martí de Provençals,158504,Huelva,71-73,Dimecres,2025,11,Novembre,26,12,Matí,,,1,,1,2,432954.065,4585655.960,2.19658750,41.41781516
2025S007032,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,,Dijous,2025,11,Novembre,27,9,Matí,,,1,,1,2,429735.285,4582301.519,2.15846428,41.38732773
2025S007033,8,Nou Barris,49,Canyelles,153158,Guineueta Vella,,Dijous,2025,11,Novembre,27,7,Matí,,,1,,1,2,430124.959,4588297.482,2.16243163,41.44136517
2025S007034,4,Les Corts,21,Pedralbes,052707,Cavallers,,Dijous,2025,11,Novembre,27,11,Matí,,,1,,1,1,425455.191,4582265.476,2.10728182,41.38661765
2025S007035,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701497,B-10 (Llobregat),K117,Dijous,2025,11,Novembre,27,11,Matí,,,2,,2,3,430955.921,4580199.293,2.17330202,41.36849932
2025S007036,6,Gràcia,28,Vallcarca i els Penitents,701268,Dalt (Llobregat),K99,Dijous,2025,11,Novembre,27,8,Matí,,,1,,1,2,428175.875,4585794.943,2.13939999,41.41865382
2025S007037,7,Horta-Guinardó,33,el Baix Guinardó,332306,Taxdirt,57-59,Dijous,2025,11,Novembre,27,10,Matí,,,,1,1,2,430527.588,4584834.439,2.16764896,41.41020978
2025S007038,8,Nou Barris,45,Porta,209900,Meridiana,429,Dijous,2025,11,Novembre,27,8,Matí,,,1,,1,2,431867.878,4587610.374,2.18337081,41.43532651
2025S007039,6,Gràcia,31,la Vila de Gràcia,344101,Gràcia,255,Dimecres,2025,11,Novembre,26,21,Tarda,,,1,,1,2,430094.149,4584197.765,2.16253705,41.40443787
2025S007040,6,Gràcia,28,Vallcarca i els Penitents,701268,Dalt (Llobregat),K100,Diumenge,2025,11,Novembre,23,14,Tarda,,,1,,1,3,428210.426,4585888.549,2.13980227,41.41949998
2025S007041,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,,Divendres,2025,11,Novembre,28,13,Matí,,,1,,1,2,428860.062,4583006.330,2.14791433,41.39359874
2025S007042,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),S13,Dijous,2025,11,Novembre,27,13,Matí,,,1,,1,2,429738.800,4578637.354,2.15893117,41.35432601
2025S007043,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París,,Dijous,2025,11,Novembre,27,14,Tarda,,,,1,1,2,428885.894,4582593.132,2.14827183,41.38987951
2025S007044,10,Sant Martí,68,el Poblenou,144601,Diagonal,,Dijous,2025,11,Novembre,27,14,Tarda,,,1,,1,2,432974.352,4584304.212,2.19698006,41.40564204
2025S007045,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,753,Dijous,2025,11,Novembre,27,14,Tarda,,,1,,1,2,431827.936,4583820.520,2.18332016,41.40118912
2025S007046,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig,395,Dijous,2025,11,Novembre,27,19,Tarda,,,1,,1,2,430191.037,4587507.752,2.16331382,41.43425813
2025S007047,4,Les Corts,19,les Corts,144601,Diagonal,,Dijous,2025,11,Novembre,27,17,Tarda,Altres,,1,,1,1,427575.967,4582577.493,2.13260722,41.38962170
2025S007048,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",342900,Trafalgar,28,Dijous,2025,11,Novembre,27,16,Tarda,,,1,,1,2,431199.533,4582461.857,2.17595765,41.38889849
2025S007049,8,Nou Barris,46,el Turó de la Peira,103003,Doctor Pi i Molist,97-101,Divendres,2025,11,Novembre,28,1,Nit,,,1,,1,2,430955.032,4587512.390,2.17245682,41.43436599
2025S007050,2,Eixample,6,la Sagrada Família,350308,València,,Dijous,2025,11,Novembre,27,17,Tarda,,,1,,1,2,431460.948,4584179.194,2.17888962,41.40438836
2025S007051,2,Eixample,7,la Dreta de l'Eixample,350308,València,293-295,Dijous,2025,11,Novembre,27,19,Tarda,,,1,,1,2,430452.496,4583209.475,2.16693740,41.39556777
2025S007052,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,535-537,Dimecres,2025,11,Novembre,26,20,Tarda,,,1,,1,2,429790.861,4581812.210,2.15918567,41.38292553
2025S007053,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),S6,Dijous,2025,11,Novembre,27,19,Tarda,,,,,,2,427840.182,4585370.463,2.13543405,41.41480061
2025S007054,2,Eixample,6,la Sagrada Família,350308,València,,Dijous,2025,11,Novembre,27,19,Tarda,,,1,,1,2,431555.534,4584270.883,2.18001073,41.40522224
2025S007055,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,,Dijous,2025,11,Novembre,27,17,Tarda,,,1,,1,2,429832.971,4582584.720,2.15959972,41.38988696
2025S007056,3,Sants-Montjuïc,17,Sants - Badal,187207,Madrid,100,Dimecres,2025,11,Novembre,26,14,Tarda,,,1,,1,2,427172.921,4581353.422,2.12793410,41.37856057
2025S007057,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,283-285,Dijous,2025,11,Novembre,27,15,Tarda,,,1,,1,2,430414.015,4582990.450,2.16650231,41.39359175
2025S007058,8,Nou Barris,53,la Trinitat Nova,004409,Aiguablava,56,Dijous,2025,11,Novembre,27,11,Matí,,,1,,1,2,432080.959,4589299.138,2.18573104,41.45055467
2025S007059,8,Nou Barris,45,Porta,282650,Rio de Janeiro,,Dijous,2025,11,Novembre,27,17,Tarda,,,2,,2,1,431563.589,4587561.783,2.17973449,41.43486298
2025S007060,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701497,B-10 (Llobregat),K159,Dijous,2025,11,Novembre,27,18,Tarda,,,1,,1,2,428200.543,4577819.106,2.14064073,41.34682055
2025S007061,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,,Dijous,2025,11,Novembre,27,11,Matí,,,1,,1,2,432985.660,4583007.181,2.19725899,41.39396097
2025S007062,4,Les Corts,20,la Maternitat i Sant Ramon,084102,Collblanc,,Dijous,2025,11,Novembre,27,4,Nit,,,1,,1,2,426284.660,4581053.552,2.11734905,41.37577883
2025S007063,8,Nou Barris,48,la Guineueta,701268,Dalt (Llobregat),K132,Divendres,2025,11,Novembre,28,7,Matí,,,1,,1,2,430080.794,4588135.461,2.16192175,41.43990207
2025S007064,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,643,Dijous,2025,11,Novembre,27,11,Matí,,,1,,1,2,426498.510,4582192.316,2.11976790,41.38605478
2025S007065,3,Sants-Montjuïc,12,la Marina del Prat Vermell,000180,A Zona Franca,,Dijous,2025,11,Novembre,27,16,Tarda,,,1,,1,2,428488.889,4577248.467,2.14415427,41.34170664
2025S007066,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,131,Dimecres,2025,10,Octubre,15,13,Matí,,,1,,1,1,428614.899,4587084.654,2.14450061,41.43030885
2025S007067,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Divendres,2025,11,Novembre,28,11,Matí,,,,,,2,430134.592,4583421.810,2.16311045,41.39745262
2025S007068,1,Ciutat Vella,2,el Barri Gòtic,333003,Templers,16,Divendres,2025,11,Novembre,28,8,Matí,,,,,,1,431383.267,4581676.787,2.17824402,41.38184328
2025S007069,1,Ciutat Vella,1,el Raval,308709,Sant Pau,42-44,Divendres,2025,11,Novembre,28,10,Matí,,,1,,1,2,430310.933,4581161.437,2.16547989,41.37710946
2025S007070,8,Nou Barris,45,Porta,255500,Piferrer,,Divendres,2025,9,Setembre,19,17,Tarda,,,1,,1,1,431410.432,4587304.109,2.17793074,41.43252913
2025S007071,10,Sant Martí,67,la Vila Olímpica del Poblenou,701265,Litoral (Besòs),K82,Divendres,2025,11,Novembre,28,15,Tarda,,,1,,1,2,433269.631,4582683.490,2.20069118,41.39106918
2025S007072,3,Sants-Montjuïc,16,la Bordeta,030602,Badal,55,Divendres,2025,11,Novembre,28,7,Matí,,,1,,1,1,427596.043,4580163.047,2.13313592,41.36787750
2025S007073,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,151,Divendres,2025,11,Novembre,28,13,Matí,,,1,,1,1,432110.241,4584903.320,2.18657557,41.41096548
2025S007074,8,Nou Barris,52,la Prosperitat,120807,Favència,444X,Dijous,2025,11,Novembre,27,17,Tarda,,,2,,2,2,432043.964,4588858.689,2.18533777,41.44658457
2025S007075,8,Nou Barris,45,Porta,282650,Rio de Janeiro,68-72,Dijous,2025,11,Novembre,27,20,Tarda,,,1,,1,2,431650.627,4587848.606,2.18074373,41.43745371
2025S007076,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,,Divendres,2025,11,Novembre,28,8,Matí,,,2,,2,2,429640.111,4582207.726,2.15733695,41.38647464
2025S007077,6,Gràcia,29,el Coll,230000,Mare de Déu del Coll,67-69,Divendres,2025,11,Novembre,28,9,Matí,,,1,,1,1,428849.815,4585658.496,2.14747982,41.41748489
2025S007078,2,Eixample,6,la Sagrada Família,076807,Sardenya,290,Divendres,2025,11,Novembre,28,8,Matí,,,1,,1,2,431201.067,4583878.782,2.17581493,41.40166044
