numero_expedient,codi_districte,nom_districte,nom_barri,nom_carrer,nk_any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_dia_setmana,descripcio_torn,descripcio_causa_vianant,numero_morts,numero_lesionats_lleus,numero_lesionats_greus,numero_victimes,numero_vehicles_implicats,longitud,latitud,fichero_origen,es_causa_vianant,fecha,dia_semana,fin_de_semana,franja_horaria,total_lesionados,gravedad,accidente_con_victimas
2019S000001,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal / Augusta,2019,1,Gener,1,1,Dimarts,Nit,No és causa del vianant,0,0,1,1,1,2.155235500887906,41.395744325388286,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Madrugada (00-06h),1,Grave,TRUE
2019S000002,9,Sant Andreu,el Congrés i els Indians,Felip II / Congrés Eucarístic,2019,1,Gener,1,4,Dimarts,Nit,No és causa del vianant,0,1,0,1,2,2.1799900375572765,41.42536054141721,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Madrugada (00-06h),1,Leve,TRUE
2019S000003,10,Sant Martí,el Parc i la Llacuna del Poblenou,Pallars,2019,1,Gener,1,5,Dimarts,Nit,Creuar per fora pas de vianants,0,1,0,1,1,2.191711612909555,41.39688727978747,2019_accidents_gu_bcn.csv,TRUE,2019-01-01,martes,Laborable,Madrugada (00-06h),1,Leve,TRUE
2019S000004,6,Gràcia,el Camp d'en Grassot i Gràcia Nova,Taxdirt / Nogués,2019,1,Gener,1,8,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.1654291811887534,41.408771891005635,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000005,2,Eixample,la Dreta de l'Eixample,Consell de Cent / Girona,2019,1,Gener,1,12,Dimarts,Matí,No és causa del vianant,0,2,0,2,1,2.1704404950723446,41.39488422933501,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S000006,6,Gràcia,el Camp d'en Grassot i Gràcia Nova,Còrsega,2019,1,Gener,1,7,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.166987222352102,41.402520884569455,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000007,2,Eixample,la Dreta de l'Eixample,Aragó / Balmes,2019,1,Gener,1,13,Dimarts,Matí,No és causa del vianant,0,1,0,1,6,2.1617865831937775,41.39017602884647,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000008,2,Eixample,la Dreta de l'Eixample,Mossèn Jacint Verdaguer,2019,1,Gener,1,13,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.1698407582411785,41.399084019498055,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000009,10,Sant Martí,la Vila Olímpica del Poblenou,Joan Miró / Doctor Trueta,2019,1,Gener,1,10,Dimarts,Matí,No és causa del vianant,0,0,0,0,1,2.1934637472779257,41.39131083446776,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Manana (06-12h),0,Leve,FALSE
2019S000010,2,Eixample,el Fort Pienc,Lepant / Alí Bei,2019,1,Gener,1,18,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.185806008145173,41.39723277922404,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000011,7,Horta-Guinardó,la Font d'en Fargues,Maragall,2019,1,Gener,1,19,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.171438986400508,41.42664055897249,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000012,2,Eixample,l'Antiga Esquerra de l'Eixample,Consell de Cent / Comte d'Urgell,2019,1,Gener,1,13,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.1564843833049467,41.38410933764182,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000013,10,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda,2019,1,Gener,1,21,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.2105249148189725,41.40231984921424,2019_accidents_gu_bcn.csv,FALSE,2019-01-01,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000014,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner / Copèrnic,2019,1,Gener,2,0,Dimecres,Nit,No és causa del vianant,0,1,0,1,2,2.140213408603412,41.40092183161157,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Madrugada (00-06h),1,Leve,TRUE
2019S000015,7,Horta-Guinardó,Horta,Dante Alighieri,2019,1,Gener,2,3,Dimecres,Nit,No és causa del vianant,0,0,0,0,3,2.1607054589955177,41.42889043337292,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Madrugada (00-06h),0,Leve,FALSE
2019S000016,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,General Mitre / Prats de Molló,2019,1,Gener,2,7,Dimecres,Matí,No és causa del vianant,0,1,0,1,3,2.136445500446669,41.40128020989718,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000017,4,Les Corts,la Maternitat i Sant Ramon,Diagonal,2019,1,Gener,2,8,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1169334936415125,41.38537024656697,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000018,4,Les Corts,Pedralbes,Diagonal / Albert Bastardas,2019,1,Gener,2,9,Dimecres,Matí,No és causa del vianant,0,3,0,3,2,2.1066333769319554,41.38324046945794,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),3,Leve,TRUE
2019S000019,8,Nou Barris,Porta,Fabra i Puig,2019,1,Gener,2,9,Dimecres,Matí,No és causa del vianant,0,1,0,1,3,2.175130592910162,41.430454230833206,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000020,3,Sants-Montjuïc,la Bordeta,Corts Catalanes,2019,1,Gener,2,10,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1393086634492886,41.3680642167219,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000021,10,Sant Martí,la Verneda i la Pau,Santander,2019,1,Gener,2,10,Dimecres,Matí,No és causa del vianant,0,2,0,2,2,2.2012244862669883,41.42702074326753,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),2,Leve,TRUE
2019S000022,8,Nou Barris,Porta,Pintor Alsamora / Selva,2019,1,Gener,2,10,Dimecres,Matí,Altres,0,1,0,1,1,2.175557399123793,41.43635512286258,2019_accidents_gu_bcn.csv,TRUE,2019-01-02,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000023,3,Sants-Montjuïc,la Bordeta,Cadena,2019,1,Gener,2,8,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1356187056775475,41.36744630039471,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000024,7,Horta-Guinardó,el Baix Guinardó,Lepant / Llorens i Barba,2019,1,Gener,2,10,Dimecres,Matí,No és causa del vianant,0,2,0,2,2,2.1681384902819265,41.4105924485912,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Manana (06-12h),2,Leve,TRUE
2019S000025,4,Les Corts,les Corts,Numància,2019,1,Gener,2,12,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1377200575917867,41.38460680194247,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000026,5,Sarrià-Sant Gervasi,Sarrià,Sarrià a Vallvidrera,2019,1,Gener,2,13,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.110661994331796,41.40861603540764,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000027,4,Les Corts,la Maternitat i Sant Ramon,John M. Keynes / Diagonal,2019,1,Gener,2,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.1169334936415125,41.38537024656697,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000028,7,Horta-Guinardó,el Baix Guinardó,Sardenya / Sant Antoni Maria Claret,2019,1,Gener,2,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1685045206384927,41.4071839977026,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000029,10,Sant Martí,Sant Martí de Provençals,Bac de Roda / Andrade,2019,1,Gener,2,15,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.197003353668255,41.412576762083305,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000030,10,Sant Martí,el Clot,València / Las Navas de Tolosa,2019,1,Gener,2,13,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1897554671319424,41.412803284092874,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000031,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner,2019,1,Gener,2,13,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.147200901759421,41.39567154268932,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000032,10,Sant Martí,el Poblenou,Llacuna / Pujades,2019,1,Gener,2,15,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1996415972112895,41.400755822095824,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000033,9,Sant Andreu,Sant Andreu,Doctor Santponç / Peronella,2019,1,Gener,2,16,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.191329873007257,41.43171434844913,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000034,7,Horta-Guinardó,el Baix Guinardó,Padilla / Mas Casanovas,2019,1,Gener,2,15,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1687651776231243,41.41193628570828,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000035,6,Gràcia,la Vila de Gràcia,Gràcia,2019,1,Gener,2,16,Dimecres,Tarda,Altres,0,1,0,1,1,2.1546182047932536,41.399515152533986,2019_accidents_gu_bcn.csv,TRUE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000036,5,Sarrià-Sant Gervasi,les Tres Torres,General Mitre,2019,1,Gener,2,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.132509795152514,41.39747641637578,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000037,10,Sant Martí,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz,2019,1,Gener,2,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.187370794482692,41.39375572162576,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000038,10,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral,2019,1,Gener,2,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.212480977072178,41.40118327864864,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000039,2,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner / Diputació,2019,1,Gener,2,19,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.160302832708268,41.38555620581415,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000040,9,Sant Andreu,Navas,Meridiana / Biscaia,2019,1,Gener,2,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1871302123168213,41.41733268246984,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000041,4,Les Corts,les Corts,Numància,2019,1,Gener,2,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.1355476773227813,41.38670958514948,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000042,2,Eixample,Sant Antoni,Paral·lel,2019,1,Gener,2,19,Dimecres,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,2.1636592818314417,41.37519760928817,2019_accidents_gu_bcn.csv,TRUE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000043,8,Nou Barris,la Prosperitat,Valldaura / Artesania,2019,1,Gener,2,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.176230848338519,41.43875536027901,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000044,2,Eixample,la Dreta de l'Eixample,Sant Joan,2019,1,Gener,2,21,Dimecres,Tarda,No és causa del vianant,0,2,0,2,2,2.1700216043561324,41.39968791930005,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),2,Leve,TRUE
2019S000045,2,Eixample,la Dreta de l'Eixample,Catalunya / Provença,2019,1,Gener,2,21,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.159486573659978,41.393457223007594,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000046,1,Ciutat Vella,el Raval,Rambla / Portal de Santa Madrona,2019,1,Gener,2,21,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.175805928951082,41.37729030866976,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000047,2,Eixample,la Dreta de l'Eixample,Corts Catalanes / Gràcia,2019,1,Gener,2,19,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.168185605398202,41.38935586443089,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000048,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes / Diagonal,2019,1,Gener,2,22,Dimecres,Nit,No és causa del vianant,0,1,0,1,2,2.154645546616786,41.39559596400503,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000049,8,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig / Teide,2019,1,Gener,2,22,Dimecres,Nit,No és causa del vianant,0,0,0,0,2,2.1688282400913064,41.430300780502485,2019_accidents_gu_bcn.csv,FALSE,2019-01-02,miércoles,Laborable,Noche (18-24h),0,Leve,FALSE
2019S000050,7,Horta-Guinardó,el Carmel,Llobregós / Ramon Rocafull,2019,1,Gener,3,1,Dijous,Nit,No és causa del vianant,0,1,0,1,2,2.153550588073085,41.4230693413319,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Madrugada (00-06h),1,Leve,TRUE
2019S000051,1,Ciutat Vella,el Barri Gòtic,Ferran / Sant Jaume,2019,1,Gener,3,8,Dijous,Matí,No és causa del vianant,0,0,0,0,1,2.1766284470263737,41.38245682541504,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Manana (06-12h),0,Leve,FALSE
2019S000052,6,Gràcia,la Salut,Coll del Portell,2019,1,Gener,3,8,Dijous,Matí,Altres,0,1,0,1,1,2.151783892304569,41.410434483755125,2019_accidents_gu_bcn.csv,TRUE,2019-01-03,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000053,2,Eixample,la Dreta de l'Eixample,Corts Catalanes / Roger de Flor,2019,1,Gener,3,9,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.176608582683022,41.39610751512566,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000054,10,Sant Martí,el Poblenou,Marítim del Bogatell / Jaume Vicens i Vives,2019,1,Gener,3,11,Dijous,Matí,No és causa del vianant,0,2,0,2,3,2.2035518190197836,41.392483074392935,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Manana (06-12h),2,Leve,TRUE
2019S000055,9,Sant Andreu,el Bon Pastor,Litoral (Besòs),2019,1,Gener,3,11,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.2072701624180895,41.44099289042196,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000056,2,Eixample,la Sagrada Família,Rosselló / Padilla,2019,1,Gener,3,10,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1751102390892303,41.40700339129592,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000057,2,Eixample,la Dreta de l'Eixample,Aragó / Catalunya,2019,1,Gener,3,12,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1634984887187865,41.39079657774761,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000058,2,Eixample,la Dreta de l'Eixample,Consell de Cent / Roger de Llúria,2019,1,Gener,3,12,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.1681953621263683,41.39319741619276,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000059,1,Ciutat Vella,el Barri Gòtic,Rambla,2019,1,Gener,3,11,Dijous,Matí,No és causa del vianant,0,0,0,0,1,2.176014147079706,41.37835936112523,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Manana (06-12h),0,Leve,FALSE
2019S000060,9,Sant Andreu,el Congrés i els Indians,Maragall,2019,1,Gener,3,12,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.1788410635426714,41.42260491942297,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000061,2,Eixample,la Dreta de l'Eixample,Diputació / Bailèn,2019,1,Gener,3,13,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.172769648253514,41.39492558900877,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000062,3,Sants-Montjuïc,Sants,Comtes de Bell-lloc,2019,1,Gener,3,12,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.1379367122241786,41.379332150313374,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000063,2,Eixample,la Dreta de l'Eixample,Diagonal,2019,1,Gener,3,13,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.161692903643096,41.39686226518192,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000064,2,Eixample,la Nova Esquerra de l'Eixample,Diputació / Rocafort,2019,1,Gener,3,14,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1526638275292993,41.37992659267772,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000065,10,Sant Martí,el Poblenou,Pujades / Ciutat de Granada,2019,1,Gener,3,14,Dijous,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,2.1974023568408647,41.39913456308518,2019_accidents_gu_bcn.csv,TRUE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000066,10,Sant Martí,el Poblenou,Litoral,2019,1,Gener,3,14,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.2057629940188197,41.394900457573534,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000067,9,Sant Andreu,el Bon Pastor,Caracas / Potosí,2019,1,Gener,3,13,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.202606217344054,41.44288741696143,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000068,2,Eixample,la Nova Esquerra de l'Eixample,Espanya,2019,1,Gener,3,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.149285511543507,41.37572429060943,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000069,10,Sant Martí,el Clot,Mallorca,2019,1,Gener,3,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1881458631174344,41.413250232809226,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000070,2,Eixample,la Dreta de l'Eixample,Urquinaona,2019,1,Gener,3,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.172354761131821,41.38913038879232,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000071,6,Gràcia,la Salut,Dalt / Ca l'Alegre de Dalt,2019,1,Gener,3,13,Dijous,Matí,No és causa del vianant,0,0,0,0,1,2.1584998378491975,41.4116800716712,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),0,Leve,FALSE
2019S000072,8,Nou Barris,la Trinitat Nova,Aiguablava,2019,1,Gener,3,19,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1833187432303776,41.4494989562242,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000073,2,Eixample,la Dreta de l'Eixample,Catalunya,2019,1,Gener,3,19,Dijous,Tarda,Altres,0,0,1,1,1,2.169957022671334,41.38657978025506,2019_accidents_gu_bcn.csv,TRUE,2019-01-03,jueves,Laborable,Noche (18-24h),1,Grave,TRUE
2019S000074,2,Eixample,la Sagrada Família,Rosselló / Castillejos,2019,1,Gener,3,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.17639144648633,41.40759219560155,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000075,2,Eixample,l'Antiga Esquerra de l'Eixample,Aragó / Villarroel,2019,1,Gener,3,23,Dijous,Nit,No és causa del vianant,0,1,0,1,2,2.156139154790629,41.38549286788713,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000076,5,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,General Mitre,2019,1,Gener,4,7,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.134722400957693,41.400239881366765,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000077,2,Eixample,Sant Antoni,Viladomat,2019,1,Gener,4,8,Divendres,Matí,No és causa del vianant,0,1,0,1,1,2.1627573543840257,41.37537804466957,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000078,7,Horta-Guinardó,Horta,Dalt (Llobregat),2019,1,Gener,4,8,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.148466871345018,41.436333335474664,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000079,9,Sant Andreu,Navas,Maragall / Villar,2019,1,Gener,4,9,Divendres,Matí,No és causa del vianant,0,1,0,1,1,2.1804433506098273,41.416443682679066,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000080,8,Nou Barris,Porta,Estudiant / Maladeta,2019,1,Gener,4,11,Divendres,Matí,No és causa del vianant,0,2,0,2,2,2.1759903265519234,41.43234310905381,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Manana (06-12h),2,Leve,TRUE
2019S000081,2,Eixample,el Fort Pienc,Corts Catalanes / Sardenya,2019,1,Gener,4,12,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.18000341300246,41.39864761831112,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000082,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta / Muntaner,2019,1,Gener,4,13,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.143205670614013,41.399128713721986,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000083,2,Eixample,la Dreta de l'Eixample,Diputació / Girona,2019,1,Gener,4,13,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.1715888504802376,41.39404391521296,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000084,8,Nou Barris,les Roquetes,Favència,2019,1,Gener,4,13,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.1774243748609403,41.44592941728351,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000085,7,Horta-Guinardó,la Vall d'Hebron,Dalt (Besòs),2019,1,Gener,4,14,Divendres,Tarda,No és causa del vianant,0,1,0,1,3,2.1424662375961603,41.42503111154148,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000086,6,Gràcia,la Salut,Dalt / Massens,2019,1,Gener,4,15,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.155376491372794,41.40953090245319,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000087,2,Eixample,l'Antiga Esquerra de l'Eixample,Buenos Aires / Comte d'Urgell,2019,1,Gener,4,16,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.145945975341541,41.3918885833187,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000088,2,Eixample,la Sagrada Família,Aragó / Cartagena,2019,1,Gener,4,15,Divendres,Tarda,No és causa del vianant,0,2,0,2,2,2.181989511956281,41.40550864078106,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S000089,4,Les Corts,Pedralbes,Pedralbes / Dulcet,2019,1,Gener,4,18,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.118599842918353,41.39048274441545,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
