numero_expedient,codi_districte,nom_districte,nom_barri,nom_carrer,nk_any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_dia_setmana,descripcio_torn,descripcio_causa_vianant,numero_morts,numero_lesionats_lleus,numero_lesionats_greus,numero_victimes,numero_vehicles_implicats,longitud,latitud,fichero_origen,es_causa_vianant,fecha,dia_semana,fin_de_semana,franja_horaria,total_lesionados,gravedad,accidente_con_victimas
2021S006466,7,Horta-Guinardó,el Baix Guinardó,Cartagena,2021,11,Novembre,11,23,Dijous,Nit,No és causa del vianant,0,2,0,2,1,2.171271441,41.413364535,2021_accidents_gu_bcn.csv,FALSE,2021-11-11,jueves,Laborable,Noche (18-24h),2,Leve,TRUE
2021S000689,7,Horta-Guinardó,el Baix Guinardó,Guinardó,2021,2,Febrer,10,11,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.168053336,41.412334832,2021_accidents_gu_bcn.csv,FALSE,2021-02-10,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2021S003174,7,Horta-Guinardó,el Guinardó,Mare de Déu de Montserrat,2021,6,Juny,12,18,Dissabte,Tarda,No és causa del vianant,0,3,0,3,2,2.172063367,41.418357494,2021_accidents_gu_bcn.csv,FALSE,2021-06-12,sábado,Fin de semana,Noche (18-24h),3,Leve,TRUE
2021S001992,7,Horta-Guinardó,el Guinardó,Volart,2021,4,Abril,17,15,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.180087317,41.415730052,2021_accidents_gu_bcn.csv,FALSE,2021-04-17,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S000425,7,Horta-Guinardó,el Baix Guinardó,Guinardó,2021,1,Gener,27,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.165850715,41.411723321,2021_accidents_gu_bcn.csv,FALSE,2021-01-27,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S007295,7,Horta-Guinardó,el Baix Guinardó,Lepant,2021,12,Desembre,15,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.166985494,41.411637679,2021_accidents_gu_bcn.csv,FALSE,2021-12-15,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S004029,7,Horta-Guinardó,el Baix Guinardó,Llorens i Barba,2021,7,Juliol,18,14,Diumenge,Tarda,No és causa del vianant,0,2,0,2,2,2.168732233,41.410832333,2021_accidents_gu_bcn.csv,FALSE,2021-07-18,domingo,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2021S007515,7,Horta-Guinardó,el Baix Guinardó,Guinardó,2021,12,Desembre,23,14,Dijous,Tarda,Desobeir el senyal del semàfor,0,0,0,0,1,2.170346526,41.413910033,2021_accidents_gu_bcn.csv,TRUE,2021-12-23,jueves,Laborable,Tarde (12-18h),0,Leve,FALSE
2021S000529,8,Nou Barris,Torre Baró,C-17 (Barcelona),2021,2,Febrer,2,14,Dimarts,Tarda,No és causa del vianant,0,1,0,1,1,2.18157405,41.460594124000004,2021_accidents_gu_bcn.csv,FALSE,2021-02-02,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S004761,7,Horta-Guinardó,el Baix Guinardó,Lepant,2021,8,Agost,29,11,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.170428621,41.408986592,2021_accidents_gu_bcn.csv,FALSE,2021-08-29,domingo,Fin de semana,Manana (06-12h),1,Leve,TRUE
2021S004956,7,Horta-Guinardó,el Baix Guinardó,Lepant,2021,9,Setembre,8,18,Dimecres,Tarda,No és causa del vianant,0,2,0,2,2,2.171002059,41.408931723,2021_accidents_gu_bcn.csv,FALSE,2021-09-08,miércoles,Laborable,Noche (18-24h),2,Leve,TRUE
2021S001256,8,Nou Barris,Torre Baró,Escolapi Càncer,2021,3,Març,4,12,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.175863403,41.454006792,2021_accidents_gu_bcn.csv,FALSE,2021-03-04,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S004883,7,Horta-Guinardó,el Baix Guinardó,Sant Antoni Maria Claret,2021,9,Setembre,5,20,Diumenge,Tarda,No és causa del vianant,0,1,0,1,2,2.170102317,41.408161137,2021_accidents_gu_bcn.csv,FALSE,2021-09-05,domingo,Fin de semana,Noche (18-24h),1,Leve,TRUE
2021S001637,7,Horta-Guinardó,el Baix Guinardó,Padilla,2021,3,Març,29,20,Dilluns,Tarda,No és causa del vianant,0,2,0,2,2,2.171254467,41.410009215,2021_accidents_gu_bcn.csv,FALSE,2021-03-29,lunes,Laborable,Noche (18-24h),2,Leve,TRUE
2021S005620,7,Horta-Guinardó,el Baix Guinardó,Padilla,2021,10,Octubre,7,17,Dijous,Tarda,No és causa del vianant,0,2,0,2,2,2.17028969,41.410804654,2021_accidents_gu_bcn.csv,FALSE,2021-10-07,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2021S006342,7,Horta-Guinardó,el Baix Guinardó,Gràcia,2021,11,Novembre,7,12,Diumenge,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,2.172391931,41.410690075,2021_accidents_gu_bcn.csv,TRUE,2021-11-07,domingo,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2021S000056,7,Horta-Guinardó,el Baix Guinardó,Castillejos,2021,1,Gener,5,11,Dimarts,Matí,No és causa del vianant,0,3,0,3,2,2.172422186,41.410851707,2021_accidents_gu_bcn.csv,FALSE,2021-01-05,martes,Laborable,Manana (06-12h),3,Leve,TRUE
2021S006297,7,Horta-Guinardó,el Guinardó,Mare de Déu de Montserrat,2021,11,Novembre,5,14,Divendres,Tarda,No és causa del vianant,0,1,0,1,3,2.17056846,41.416886443,2021_accidents_gu_bcn.csv,FALSE,2021-11-05,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S000981,7,Horta-Guinardó,el Guinardó,Sant Antoni Maria Claret,2021,2,Febrer,25,13,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.178753441,41.414650547,2021_accidents_gu_bcn.csv,FALSE,2021-02-25,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S002834,7,Horta-Guinardó,el Guinardó,Segle XX,2021,5,Maig,28,12,Divendres,Matí,No és causa del vianant,0,1,0,1,1,2.177080765,41.423009254,2021_accidents_gu_bcn.csv,FALSE,2021-05-28,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S006798,7,Horta-Guinardó,el Guinardó,Maragall,2021,11,Novembre,25,17,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.18036484,41.418718008,2021_accidents_gu_bcn.csv,FALSE,2021-11-25,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S003255,7,Horta-Guinardó,el Guinardó,Maragall,2021,6,Juny,15,18,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.180430445,41.420535013,2021_accidents_gu_bcn.csv,FALSE,2021-06-15,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2021S007027,7,Horta-Guinardó,el Guinardó,Maragall,2021,12,Desembre,3,16,Divendres,Tarda,No és causa del vianant,0,1,0,1,1,2.174234425,41.425870995,2021_accidents_gu_bcn.csv,FALSE,2021-12-03,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S006820,7,Horta-Guinardó,el Guinardó,Mas Casanovas,2021,11,Novembre,26,10,Divendres,Matí,No és causa del vianant,0,1,0,1,1,2.172696686,41.414511439,2021_accidents_gu_bcn.csv,FALSE,2021-11-26,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S002774,8,Nou Barris,Torre Baró,Vallbona,2021,5,Maig,26,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.184511702,41.457824022,2021_accidents_gu_bcn.csv,FALSE,2021-05-26,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S003179,7,Horta-Guinardó,el Guinardó,Mare de Déu de Montserrat,2021,6,Juny,12,20,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.174446635,41.422247641,2021_accidents_gu_bcn.csv,FALSE,2021-06-12,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2021S000986,8,Nou Barris,Canyelles,Favència,2021,2,Febrer,25,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.165987961,41.441184934,2021_accidents_gu_bcn.csv,FALSE,2021-02-25,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S006716,7,Horta-Guinardó,el Guinardó,Sant Quintí,2021,11,Novembre,22,9,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.174452373,41.416356793,2021_accidents_gu_bcn.csv,FALSE,2021-11-22,lunes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S002204,8,Nou Barris,Canyelles,Dalt (Besòs),2021,4,Abril,28,14,Dimecres,Tarda,No és causa del vianant,0,2,0,2,2,2.171460988,41.443612504,2021_accidents_gu_bcn.csv,FALSE,2021-04-28,miércoles,Laborable,Tarde (12-18h),2,Leve,TRUE
2021S002706,8,Nou Barris,Canyelles,Dalt (Besòs),2021,5,Maig,22,12,Dissabte,Matí,No és causa del vianant,0,1,0,1,2,2.161837381,41.440120197,2021_accidents_gu_bcn.csv,FALSE,2021-05-22,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S002188,8,Nou Barris,Canyelles,Dalt (Llobregat),2021,4,Abril,27,8,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.164980883,41.441176103,2021_accidents_gu_bcn.csv,FALSE,2021-04-27,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S000974,8,Nou Barris,Canyelles,Dalt (Llobregat),2021,2,Febrer,25,7,Dijous,Matí,No és causa del vianant,0,3,0,3,4,2.165266294,41.440902185,2021_accidents_gu_bcn.csv,FALSE,2021-02-25,jueves,Laborable,Manana (06-12h),3,Leve,TRUE
2021S003406,8,Nou Barris,Canyelles,Dalt (Llobregat),2021,6,Juny,21,20,Dilluns,Tarda,No és causa del vianant,0,3,0,3,4,2.170592827,41.442918895,2021_accidents_gu_bcn.csv,FALSE,2021-06-21,lunes,Laborable,Noche (18-24h),3,Leve,TRUE
2021S007026,8,Nou Barris,Canyelles,Dalt (Llobregat),2021,12,Desembre,3,19,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.170592827,41.442918895,2021_accidents_gu_bcn.csv,FALSE,2021-12-03,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2021S000376,8,Nou Barris,les Roquetes,Pla de Fornells,2021,1,Gener,25,10,Dilluns,Matí,No és causa del vianant,0,0,0,0,2,2.176418896,41.447009653,2021_accidents_gu_bcn.csv,FALSE,2021-01-25,lunes,Laborable,Manana (06-12h),0,Leve,FALSE
2021S004846,8,Nou Barris,Canyelles,Guineueta Vella,2021,9,Setembre,2,21,Dijous,Tarda,No és causa del vianant,0,0,0,0,2,2.1694036310000002,41.444235856,2021_accidents_gu_bcn.csv,FALSE,2021-09-02,jueves,Laborable,Noche (18-24h),0,Leve,FALSE
2021S002257,8,Nou Barris,Ciutat Meridiana,Rasos de Peguera,2021,5,Maig,1,11,Dissabte,Matí,No és causa del vianant,0,0,0,0,1,2.168120211,41.459888969,2021_accidents_gu_bcn.csv,FALSE,2021-05-01,sábado,Fin de semana,Manana (06-12h),0,Leve,FALSE
2021S001406,8,Nou Barris,Ciutat Meridiana,Rasos de Peguera,2021,3,Març,18,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.179197468,41.462065678,2021_accidents_gu_bcn.csv,FALSE,2021-03-18,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S007302,8,Nou Barris,la Guineueta,Caçador,2021,12,Desembre,15,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.170208484,41.440311084,2021_accidents_gu_bcn.csv,FALSE,2021-12-15,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2021S005391,8,Nou Barris,la Guineueta,Valldaura,2021,9,Setembre,28,12,Dimarts,Matí,No és causa del vianant,0,1,0,1,1,2.166416969,41.439014095,2021_accidents_gu_bcn.csv,FALSE,2021-09-28,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S002022,8,Nou Barris,la Guineueta,Valldaura,2021,4,Abril,18,21,Diumenge,Tarda,No és causa del vianant,0,2,0,2,3,2.166416969,41.439014095,2021_accidents_gu_bcn.csv,FALSE,2021-04-18,domingo,Fin de semana,Noche (18-24h),2,Leve,TRUE
2021S003887,8,Nou Barris,la Guineueta,Marie Curie,2021,7,Juliol,12,22,Dilluns,Nit,No és causa del vianant,0,1,0,1,2,2.170094477,41.437409504,2021_accidents_gu_bcn.csv,FALSE,2021-07-12,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2021S002938,8,Nou Barris,les Roquetes,Almansa,2021,6,Juny,2,21,Dimecres,Tarda,Desobeir el senyal del semàfor,0,2,0,2,1,2.174082159,41.444753394,2021_accidents_gu_bcn.csv,TRUE,2021-06-02,miércoles,Laborable,Noche (18-24h),2,Leve,TRUE
2021S005838,8,Nou Barris,la Trinitat Nova,Meridiana,2021,10,Octubre,18,9,Dilluns,Matí,No és causa del vianant,0,2,0,2,2,2.188118439,41.449774537,2021_accidents_gu_bcn.csv,FALSE,2021-10-18,lunes,Laborable,Manana (06-12h),2,Leve,TRUE
2021S000484,8,Nou Barris,la Guineueta,República,2021,1,Gener,30,16,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.173960539,41.438253652,2021_accidents_gu_bcn.csv,FALSE,2021-01-30,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S005455,8,Nou Barris,la Guineueta,Valldaura,2021,10,Octubre,1,8,Divendres,Matí,Creuar per fora pas de vianants,0,1,0,1,1,2.173656565,41.438305426,2021_accidents_gu_bcn.csv,TRUE,2021-10-01,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S007608,8,Nou Barris,la Guineueta,Verdum,2021,12,Desembre,28,14,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.17379359,41.437571131,2021_accidents_gu_bcn.csv,FALSE,2021-12-28,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S006671,8,Nou Barris,la Trinitat Nova,Platja d'Aro,2021,11,Novembre,20,8,Dissabte,Matí,No és causa del vianant,0,1,0,1,2,2.187911031,41.448693173,2021_accidents_gu_bcn.csv,FALSE,2021-11-20,sábado,Fin de semana,Manana (06-12h),1,Leve,TRUE
2021S001448,8,Nou Barris,les Roquetes,Artesania,2021,3,Març,20,23,Dissabte,Nit,No és causa del vianant,0,0,0,0,1,2.171395782,41.446406501,2021_accidents_gu_bcn.csv,FALSE,2021-03-20,sábado,Fin de semana,Noche (18-24h),0,Leve,FALSE
2021S007114,8,Nou Barris,la Trinitat Nova,Aiguablava,2021,12,Desembre,8,0,Dimecres,Nit,No és causa del vianant,0,1,0,1,2,2.184728371,41.450325884,2021_accidents_gu_bcn.csv,FALSE,2021-12-08,miércoles,Laborable,Madrugada (00-06h),1,Leve,TRUE
2021S005163,8,Nou Barris,les Roquetes,Dalt (Llobregat),2021,9,Setembre,17,20,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.174816375,41.444571395,2021_accidents_gu_bcn.csv,FALSE,2021-09-17,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2021S006952,8,Nou Barris,les Roquetes,Favència,2021,12,Desembre,1,19,Dimecres,Tarda,Desobeir el senyal del semàfor,0,1,1,2,2,2.176502446,41.445608243,2021_accidents_gu_bcn.csv,TRUE,2021-12-01,miércoles,Laborable,Noche (18-24h),2,Grave,TRUE
2021S004499,8,Nou Barris,les Roquetes,Favència,2021,8,Agost,12,10,Dijous,Matí,No és causa del vianant,0,2,0,2,3,2.177072403,41.445787874,2021_accidents_gu_bcn.csv,FALSE,2021-08-12,jueves,Laborable,Manana (06-12h),2,Leve,TRUE
2021S000158,8,Nou Barris,les Roquetes,Dalt (Besòs),2021,1,Gener,11,19,Dilluns,Tarda,No és causa del vianant,0,1,0,1,3,2.175769277,41.445138844,2021_accidents_gu_bcn.csv,FALSE,2021-01-11,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2021S004599,8,Nou Barris,la Prosperitat,Tissó,2021,8,Agost,19,9,Dijous,Matí,No és causa del vianant,0,1,0,1,3,2.181415398,41.444124896,2021_accidents_gu_bcn.csv,FALSE,2021-08-19,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2021S002839,8,Nou Barris,les Roquetes,Almansa,2021,5,Maig,29,16,Dissabte,Tarda,Transitar a peu per la calçada,0,2,0,2,1,2.173755794,41.445615316,2021_accidents_gu_bcn.csv,TRUE,2021-05-29,sábado,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2021S006386,8,Nou Barris,Vilapicina i la Torre Llobeta,Pitàgores,2021,11,Novembre,9,6,Dimarts,Matí,No és causa del vianant,0,2,0,2,2,2.166832653,41.429200153,2021_accidents_gu_bcn.csv,FALSE,2021-11-09,martes,Laborable,Manana (06-12h),2,Leve,TRUE
2021S003196,8,Nou Barris,la Prosperitat,Júlia,2021,6,Juny,13,16,Diumenge,Tarda,Altres,0,0,1,1,1,2.178924198,41.443852516,2021_accidents_gu_bcn.csv,TRUE,2021-06-13,domingo,Fin de semana,Tarde (12-18h),1,Grave,TRUE
2021S001946,8,Nou Barris,la Prosperitat,Meridiana,2021,4,Abril,15,20,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.185928321,41.443627528,2021_accidents_gu_bcn.csv,FALSE,2021-04-15,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2021S004115,8,Nou Barris,la Prosperitat,Meridiana,2021,7,Juliol,22,9,Dijous,Matí,No és causa del vianant,0,2,0,2,2,2.186048859,41.443982913,2021_accidents_gu_bcn.csv,FALSE,2021-07-22,jueves,Laborable,Manana (06-12h),2,Leve,TRUE
2021S006467,8,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,2021,11,Novembre,12,4,Divendres,Nit,No és causa del vianant,0,1,0,1,2,2.164173946,41.42803027,2021_accidents_gu_bcn.csv,FALSE,2021-11-12,viernes,Laborable,Madrugada (00-06h),1,Leve,TRUE
2021S006347,8,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig,2021,11,Novembre,7,13,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.168433187,41.430287034,2021_accidents_gu_bcn.csv,FALSE,2021-11-07,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S005540,8,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,2021,10,Octubre,4,20,Dilluns,Tarda,No és causa del vianant,0,0,1,1,2,2.168644816,41.42749652,2021_accidents_gu_bcn.csv,FALSE,2021-10-04,lunes,Laborable,Noche (18-24h),1,Grave,TRUE
2021S007073,8,Nou Barris,la Prosperitat,Vinyar,2021,12,Desembre,5,15,Diumenge,Tarda,No és causa del vianant,0,1,0,1,3,2.182470882,41.441566536,2021_accidents_gu_bcn.csv,FALSE,2021-12-05,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S004604,8,Nou Barris,la Prosperitat,Borràs,2021,8,Agost,19,13,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.176961809,41.440581323,2021_accidents_gu_bcn.csv,FALSE,2021-08-19,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S001022,8,Nou Barris,la Prosperitat,Valldaura,2021,2,Febrer,27,10,Dissabte,Matí,No és causa del vianant,0,1,0,1,2,2.176322718,41.438733559,2021_accidents_gu_bcn.csv,FALSE,2021-02-27,sábado,Fin de semana,Manana (06-12h),1,Leve,TRUE
2021S004771,8,Nou Barris,la Prosperitat,Valldaura,2021,8,Agost,30,14,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.176322718,41.438733559,2021_accidents_gu_bcn.csv,FALSE,2021-08-30,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S006691,8,Nou Barris,la Prosperitat,Júlia,2021,11,Novembre,21,1,Diumenge,Nit,No és causa del vianant,0,1,0,1,1,2.179435546,41.445026138,2021_accidents_gu_bcn.csv,FALSE,2021-11-21,domingo,Fin de semana,Madrugada (00-06h),1,Leve,TRUE
2021S001709,8,Nou Barris,el Turó de la Peira,Aneto,2021,4,Abril,2,15,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.169881275,41.432954954,2021_accidents_gu_bcn.csv,FALSE,2021-04-02,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S002539,8,Nou Barris,el Turó de la Peira,Doctor Pi i Molist,2021,5,Maig,14,23,Divendres,Nit,No és causa del vianant,0,1,0,1,1,2.172068183,41.434966843,2021_accidents_gu_bcn.csv,FALSE,2021-05-14,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2021S003893,9,Sant Andreu,Sant Andreu,Onze de Setembre,2021,7,Juliol,13,10,Dimarts,Matí,No és causa del vianant,0,0,0,0,1,2.195303356,41.429736384,2021_accidents_gu_bcn.csv,FALSE,2021-07-13,martes,Laborable,Manana (06-12h),0,Leve,FALSE
2021S005220,9,Sant Andreu,Navas,Felip II,2021,9,Setembre,20,9,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.188659266,41.418825214,2021_accidents_gu_bcn.csv,FALSE,2021-09-20,lunes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S005737,9,Sant Andreu,Sant Andreu,Onze de Setembre,2021,10,Octubre,13,8,Dimecres,Matí,No és causa del vianant,0,2,0,2,1,2.191284335,41.430213724,2021_accidents_gu_bcn.csv,FALSE,2021-10-13,miércoles,Laborable,Manana (06-12h),2,Leve,TRUE
2021S000761,9,Sant Andreu,Navas,Felip II,2021,2,Febrer,13,16,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.189765613,41.418020619,2021_accidents_gu_bcn.csv,FALSE,2021-02-13,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S000788,9,Sant Andreu,Sant Andreu,Palomar,2021,2,Febrer,15,8,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.190496538,41.442036237,2021_accidents_gu_bcn.csv,FALSE,2021-02-15,lunes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S000230,9,Sant Andreu,Sant Andreu,Meridiana,2021,1,Gener,15,15,Divendres,Tarda,No és causa del vianant,0,3,0,3,2,2.184699963,41.436096807,2021_accidents_gu_bcn.csv,FALSE,2021-01-15,viernes,Laborable,Tarde (12-18h),3,Leve,TRUE
2021S001033,9,Sant Andreu,Sant Andreu,Agustí i Milà,2021,2,Febrer,27,20,Dissabte,Tarda,No és causa del vianant,0,2,1,3,1,2.188870821,41.43777355,2021_accidents_gu_bcn.csv,FALSE,2021-02-27,sábado,Fin de semana,Noche (18-24h),3,Grave,TRUE
2021S001723,9,Sant Andreu,Sant Andreu,Agustí i Milà,2021,4,Abril,3,19,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.188440097,41.437921839,2021_accidents_gu_bcn.csv,FALSE,2021-04-03,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2021S004000,9,Sant Andreu,la Sagrera,Meridiana,2021,7,Juliol,16,16,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.187237452,41.422655614,2021_accidents_gu_bcn.csv,FALSE,2021-07-16,viernes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S002135,9,Sant Andreu,la Sagrera,Concepción Arenal,2021,4,Abril,24,12,Dissabte,Matí,No és causa del vianant,0,1,0,1,2,2.184047691,41.42278555,2021_accidents_gu_bcn.csv,FALSE,2021-04-24,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2021S007014,9,Sant Andreu,el Congrés i els Indians,Concepción Arenal,2021,12,Desembre,3,13,Divendres,Matí,Desobeir el senyal del semàfor,0,2,0,2,3,2.18405857,41.425082533,2021_accidents_gu_bcn.csv,TRUE,2021-12-03,viernes,Laborable,Tarde (12-18h),2,Leve,TRUE
2021S004216,9,Sant Andreu,Sant Andreu,Santa Coloma,2021,7,Juliol,26,15,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.191024895,41.445298484,2021_accidents_gu_bcn.csv,FALSE,2021-07-26,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S005200,9,Sant Andreu,la Sagrera,Gran de la Sagrera,2021,9,Setembre,19,7,Diumenge,Matí,Creuar per fora pas de vianants,0,1,0,1,1,2.191048056,41.427079718,2021_accidents_gu_bcn.csv,TRUE,2021-09-19,domingo,Fin de semana,Manana (06-12h),1,Leve,TRUE
2021S003097,9,Sant Andreu,Sant Andreu,Segre,2021,6,Juny,9,8,Dimecres,Matí,No és causa del vianant,0,1,0,1,1,2.192479726,41.433926433,2021_accidents_gu_bcn.csv,FALSE,2021-06-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2021S007436,9,Sant Andreu,la Trinitat Vella,Santa Coloma,2021,12,Desembre,20,14,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.194220844,41.447641843,2021_accidents_gu_bcn.csv,FALSE,2021-12-20,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S001935,9,Sant Andreu,Sant Andreu,Dalt (Besòs),2021,4,Abril,15,13,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.190601127,41.446762817,2021_accidents_gu_bcn.csv,FALSE,2021-04-15,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2021S004544,9,Sant Andreu,el Bon Pastor,Potosí,2021,8,Agost,14,19,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.20063032,41.443035351,2021_accidents_gu_bcn.csv,FALSE,2021-08-14,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2021S006200,9,Sant Andreu,la Trinitat Vella,B-10 (Llobregat),2021,11,Novembre,1,18,Dilluns,Tarda,No és causa del vianant,0,5,0,5,4,2.199629754,41.449190931,2021_accidents_gu_bcn.csv,FALSE,2021-11-01,lunes,Laborable,Noche (18-24h),5,Leve,TRUE
2021S000468,9,Sant Andreu,la Trinitat Vella,B-10 (Besòs),2021,1,Gener,29,13,Divendres,Matí,No és causa del vianant,0,2,0,2,3,2.198819093,41.449457317,2021_accidents_gu_bcn.csv,FALSE,2021-01-29,viernes,Laborable,Tarde (12-18h),2,Leve,TRUE
2021S002647,9,Sant Andreu,la Trinitat Vella,Madriguera,2021,5,Maig,19,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.191609231,41.449553198,2021_accidents_gu_bcn.csv,FALSE,2021-05-19,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2021S006962,9,Sant Andreu,la Trinitat Vella,Turó de la Trinitat,2021,12,Desembre,1,23,Dimecres,Nit,No és causa del vianant,0,0,0,0,2,2.190402064,41.450596603,2021_accidents_gu_bcn.csv,FALSE,2021-12-01,miércoles,Laborable,Noche (18-24h),0,Leve,FALSE
2021S002736,9,Sant Andreu,el Bon Pastor,Sas,2021,5,Maig,25,11,Dimarts,Matí,No és causa del vianant,0,1,0,1,1,2.204221554,41.436621882,2021_accidents_gu_bcn.csv,FALSE,2021-05-25,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2021S001299,9,Sant Andreu,la Trinitat Vella,Bàrcino,2021,3,Març,14,11,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.194005082,41.453742869,2021_accidents_gu_bcn.csv,FALSE,2021-03-14,domingo,Fin de semana,Manana (06-12h),1,Leve,TRUE
2021S000003,9,Sant Andreu,la Trinitat Vella,C-17 (Puigcerdà),2021,1,Gener,1,18,Divendres,Tarda,No és causa del vianant,0,3,0,3,3,2.188829952,41.454591771,2021_accidents_gu_bcn.csv,FALSE,2021-01-01,viernes,Laborable,Noche (18-24h),3,Leve,TRUE
